1, throttle, -1, -1
103, Current, 1.19, 17:51:39.276
104, Current, 1.23, 17:51:39.831
105, Current, 1.2, 17:51:40.273
106, Current, 1.22, 17:51:40.728
107, Current, 1.21, 17:51:41.193
108, Current, 1.2, 17:51:41.633
109, Current, 1.21, 17:51:42.073
110, Current, 1.2, 17:51:42.507
111, Current, 1.2, 17:51:43.078
112, Current, 1.24, 17:51:43.525
113, Current, 1.23, 17:51:43.963
114, Current, 1.2, 17:51:44.629
115, Current, 1.2, 17:51:45.082
116, Current, 1.2, 17:51:45.540
117, Current, 1.23, 17:51:46.060
118, Current, 1.18, 17:51:46.523
119, Current, 1.19, 17:51:46.969
120, Current, 1.26, 17:51:47.411
121, Current, 1.25, 17:51:47.863
122, Current, 1.24, 17:51:48.305
123, Current, 1.2, 17:51:48.747
124, Current, 1.21, 17:51:49.193
125, Current, 1.23, 17:51:49.640
126, Current, 1.27, 17:51:50.303
127, Current, 1.21, 17:51:50.720
128, Current, 1.22, 17:51:51.185
129, Current, 1.26, 17:51:51.640
130, Current, 1.2, 17:51:52.088
131, Current, 1.28, 17:51:52.549
132, Current, 1.22, 17:51:53.246
133, Current, 1.21, 17:51:53.696
134, Current, 1.35, 17:51:54.152
135, Current, 1.21, 17:51:54.558
136, Current, 1.24, 17:51:54.980
137, Current, 1.19, 17:51:55.421
138, Current, 1.18, 17:51:55.864
139, Current, 1.22, 17:51:56.714
140, Current, 1.21, 17:51:57.161
141, Current, 1.23, 17:51:57.617
142, Current, 1.17, 17:51:58.048
143, Current, 1.18, 17:51:58.504
144, Current, 1.2, 17:51:58.948
145, Current, 1.21, 17:51:59.404
146, Current, 1.19, 17:51:59.856
147, Current, 1.21, 17:52:00.327
148, Current, 1.21, 17:52:00.766
149, Current, 1.2, 17:52:01.208
150, Current, 1.24, 17:52:01.656
151, Current, 1.23, 17:52:02.375
152, Current, 1.21, 17:52:02.788
153, Current, 1.19, 17:52:03.232
154, Current, 1.18, 17:52:03.777
155, Current, 1.21, 17:52:04.244
156, Current, 1.18, 17:52:04.693
157, Current, 1.25, 17:52:05.137
158, Current, 1.2, 17:52:05.778
159, Current, 1.28, 17:52:06.287
160, Current, 1.27, 17:52:06.845
161, Current, 1.22, 17:52:07.349
162, Current, 1.21, 17:52:07.799
163, Current, 1.33, 17:52:08.244
164, Current, 1.24, 17:52:08.886
165, Current, 1.2, 17:52:09.360
166, Current, 1.27, 17:52:09.799
167, Current, 1.22, 17:52:10.237
168, Current, 1.23, 17:52:10.674
169, Current, 1.22, 17:52:11.115
170, Current, 1.19, 17:52:11.562
171, Current, 1.25, 17:52:12.027
172, Current, 1.2, 17:52:12.457
173, Current, 1.22, 17:52:12.911
174, Current, 1.28, 17:52:13.357
175, Current, 1.23, 17:52:13.926
176, Current, 1.25, 17:52:14.687
177, Current, 1.24, 17:52:15.110
178, Current, 1.21, 17:52:15.549
179, Current, 1.21, 17:52:15.992
180, Current, 1.22, 17:52:16.454
181, Current, 1.2, 17:52:16.899
182, Current, 1.2, 17:52:17.346
183, Current, 1.19, 17:52:17.785
184, Current, 1.23, 17:52:18.266
185, Current, 1.19, 17:52:18.714
186, Current, 1.2, 17:52:19.180
187, Current, 1.24, 17:52:19.618
188, Current, 1.21, 17:52:20.065
189, Current, 1.2, 17:52:20.752
190, Current, 1.22, 17:52:21.195
191, Current, 1.21, 17:52:21.647
192, Current, 1.2, 17:52:22.084
193, Current, 1.26, 17:52:22.526
194, Current, 1.2, 17:52:22.968
195, Current, 1.22, 17:52:23.411
196, Current, 1.25, 17:52:23.852
197, Current, 1.24, 17:52:24.482
198, Current, 1.2, 17:52:24.922
199, Current, 1.19, 17:52:25.363
200, Current, 1.26, 17:52:25.810
201, Current, 1.2, 17:52:26.511
202, Current, 1.23, 17:52:26.960
203, Current, 1.35, 17:52:27.404
204, Current, 1.27, 17:52:27.814
205, Current, 1.34, 17:52:28.222
206, Current, 1.33, 17:52:28.625
207, Current, 1.22, 17:52:29.041
208, Current, 1.24, 17:52:29.489
209, Current, 1.21, 17:52:29.936
210, Current, 1.19, 17:52:30.379
211, Current, 1.21, 17:52:30.825
212, Current, 1.2, 17:52:31.263
213, Current, 1.24, 17:52:31.707
214, Current, 1.24, 17:52:32.365
215, Current, 1.26, 17:52:32.774
216, Current, 1.2, 17:52:33.179
217, Current, 1.2, 17:52:33.637
218, Current, 1.28, 17:52:34.091
219, Current, 1.2, 17:52:34.745
220, Current, 1.26, 17:52:35.210
221, Current, 1.2, 17:52:35.653
222, Current, 1.19, 17:52:36.112
223, Current, 1.21, 17:52:36.576
